uid,title,genre,aired,episodes,ranked,score,link
31978,Crayon Shin-chan Movie 24: Bakusui! Yumemi World Dai Totsugeki,"['Comedy', 'Seinen']",16-Apr-16,1,3332,7.11,https://myanimelist.net/anime/31978/Crayon_Shin-chan_Movie_24__Bakusui_Yumemi_World_Dai_Totsugeki
1767,Psycho Diver: Mashou Bosatsu,"['Horror', 'Psychological', 'Sci-Fi']",21-May-97,1,9088,5.77,https://myanimelist.net/anime/1767/Psycho_Diver__Mashou_Bosatsu
40249,Balala Xiaomoxian: Mofa Hai Ying Bao,[],"Nov 16, 2018 to ?",,3331,7.11,https://myanimelist.net/anime/40249/Balala_Xiaomoxian__Mofa_Hai_Ying_Bao
22677,Appleseed Alpha,"['Action', 'Adventure', 'Police', 'Mecha', 'Military', 'Sci-Fi', 'Seinen']",17-Jan-15,1,3329,7.11,https://myanimelist.net/anime/22677/Appleseed_Alpha
32385,Project HAL,"['Action', 'Mecha']","May 31, 2015 to Jul 30, 2015",3,9087,5.77,https://myanimelist.net/anime/32385/Project_HAL
1555,Tokimeki Memorial: Only Love,"['Comedy', 'Harem', 'Romance', 'School']","Oct 3, 2006 to Apr 3, 2007",25,3324,7.12,https://myanimelist.net/anime/1555/Tokimeki_Memorial__Only_Love
12393,Oyako Club,"['Slice of Life', 'Comedy']","Oct 3, 1994 to Mar 30, 2013",1818,9086,5.77,https://myanimelist.net/anime/12393/Oyako_Club
2011,Taiho Shichau zo Special,"['Action', 'Comedy', 'Police', 'Shounen']","Mar 30, 1999 to Apr 30, 1999",20,3320,7.12,https://myanimelist.net/anime/2011/Taiho_Shichau_zo_Special
760,Tenjou Tenge: The Past Chapter,"['Adventure', 'Drama', 'Martial Arts', 'Romance', 'Shounen', 'Supernatural']",30-Mar-05,1,3322,7.12,https://myanimelist.net/anime/760/Tenjou_Tenge__The_Past_Chapter
38061,One Room 2nd Season: Hanasaka Yui no Prologue,['Slice of Life'],3-Jul-18,1,9085,5.77,https://myanimelist.net/anime/38061/One_Room_2nd_Season__Hanasaka_Yui_no_Prologue
6312,Taiho Shichau zo: Full Throttle - Watashitachi no Iru Basho,"['Action', 'Adventure', 'Comedy', 'Police']",22-Aug-08,1,3321,7.12,https://myanimelist.net/anime/6312/Taiho_Shichau_zo__Full_Throttle_-_Watashitachi_no_Iru_Basho
32191,Okitegami Kyouko no Bibouroku x Monogatari,['Supernatural'],31-Dec-14,1,9084,5.77,https://myanimelist.net/anime/32191/Okitegami_Kyouko_no_Bibouroku_x_Monogatari
40147,Nani mo Shite Agerarenai,['Music'],22-Jul-19,1,9082,5.77,https://myanimelist.net/anime/40147/Nani_mo_Shite_Agerarenai
917,Riding Bean,"['Action', 'Cars', 'Police', 'Seinen']",22-Feb-89,1,3319,7.12,https://myanimelist.net/anime/917/Riding_Bean
30673,Made in Japan,['Comedy'],1972,1,9080,5.77,https://myanimelist.net/anime/30673/Made_in_Japan
31830,lilac (bombs Jun Togawa),['Music'],27-Sep-15,1,9078,5.77,https://myanimelist.net/anime/31830/lilac_bombs_Jun_Togawa
2279,Nagagutsu wo Haita Neko,"['Kids', 'Adventure', 'Fantasy']",18-Mar-69,1,3315,7.12,https://myanimelist.net/anime/2279/Nagagutsu_wo_Haita_Neko
3264,Lemon Angel (1988/II),['Ecchi'],"Jul 7, 1988 to Sep 1, 1988",8,9077,5.77,https://myanimelist.net/anime/3264/Lemon_Angel_1988_II
2931,Mokke,"['Slice of Life', 'Supernatural', 'Mystery']","Oct 3, 2007 to Mar 16, 2008",24,3313,7.12,https://myanimelist.net/anime/2931/Mokke
37546,Jirijiri Moyou no Ryuuryuu Tenten,['Fantasy'],7-Jul-12,1,9074,5.77,https://myanimelist.net/anime/37546/Jirijiri_Moyou_no_Ryuuryuu_Tenten
252,Madlax,"['Military', 'Mystery', 'Psychological', 'Supernatural', 'Drama', 'Magic', 'Shounen']","Apr 6, 2004 to Sep 28, 2004",26,3311,7.12,https://myanimelist.net/anime/252/Madlax
10336,Last Exile: Ginyoku no Fam,"['Action', 'Adventure', 'Sci-Fi']","Oct 15, 2011 to Mar 24, 2012",21,3309,7.12,https://myanimelist.net/anime/10336/Last_Exile__Ginyoku_no_Fam
6379,Kyou no 5 no 2 (TV): Takarabako,"['Comedy', 'Ecchi', 'School', 'Seinen']",6-Oct-09,1,3308,7.12,https://myanimelist.net/anime/6379/Kyou_no_5_no_2_TV__Takarabako
5019,Lupin III: Sweet Lost Night - Mahou no Lamp wa Akumu no Yokan,"['Action', 'Adventure', 'Mystery', 'Comedy', 'Seinen']",25-Jul-08,1,3310,7.12,https://myanimelist.net/anime/5019/Lupin_III__Sweet_Lost_Night_-_Mahou_no_Lamp_wa_Akumu_no_Yokan
25143,"Kono Danshi, Sekika ni Nayandemasu.","['Drama', 'School', 'Shounen Ai']",3-Dec-14,1,3307,7.12,https://myanimelist.net/anime/25143/Kono_Danshi_Sekika_ni_Nayandemasu
36548,Kokkoku,"['Psychological', 'Supernatural', 'Drama', 'Mystery', 'Seinen']","Jan 8, 2018 to Mar 26, 2018",12,3306,7.12,https://myanimelist.net/anime/36548/Kokkoku
33218,Kimi no Koe wo Todoketai,['Drama'],25-Aug-17,1,3305,7.12,https://myanimelist.net/anime/33218/Kimi_no_Koe_wo_Todoketai
20529,Harinezumi,['Music'],20-Jul-12,1,9072,5.77,https://myanimelist.net/anime/20529/Harinezumi
27621,Glass no Kamen Desu ga to Z,"['Comedy', 'Parody']","Apr 28, 2013 to Jul 28, 2013",14,9071,5.77,https://myanimelist.net/anime/27621/Glass_no_Kamen_Desu_ga_to_Z
21821,Fuuun Ishin Dai☆Shogun,"['Action', 'Historical', 'Mecha']","Apr 10, 2014 to Jun 26, 2014",12,9070,5.77,https://myanimelist.net/anime/21821/Fuuun_Ishin_Dai%E2%98%86Shogun
11795,Forsaken,"['Music', 'Vampire']",26-Jan-08,1,9069,5.77,https://myanimelist.net/anime/11795/Forsaken
39187,Daisy Blue,['Music'],13-Dec-17,1,9067,5.77,https://myanimelist.net/anime/39187/Daisy_Blue
17131,Dennou Sentai Voogie's★Angel: Forever and Ever,"['Action', 'Mecha', 'Comedy', 'Sci-Fi', 'Drama']",25-Jan-99,1,9068,5.77,https://myanimelist.net/anime/17131/Dennou_Sentai_Voogies%E2%98%85Angel__Forever_and_Ever
7122,Dai Yamato Zero-gou,"['Sci-Fi', 'Space']","Mar 31, 2004 to Jun 15, 2007",5,9066,5.77,https://myanimelist.net/anime/7122/Dai_Yamato_Zero-gou
10967,Circuit no Ookami II: Modena no Ken,"['Cars', 'Seinen']",21-Dec-90,1,9065,5.77,https://myanimelist.net/anime/10967/Circuit_no_Ookami_II__Modena_no_Ken
6419,Cinderella Express,"['Ecchi', 'Comedy', 'Romance', 'Seinen']",16-Aug-89,1,9064,5.77,https://myanimelist.net/anime/6419/Cinderella_Express
33526,Choco to Watashi,"['Kids', 'Music']",2-Feb-14,1,9063,5.77,https://myanimelist.net/anime/33526/Choco_to_Watashi
281,Akane Maniax,"['Comedy', 'Mecha', 'Romance']","Nov 25, 2004 to Aug 26, 2005",3,9062,5.77,https://myanimelist.net/anime/281/Akane_Maniax
5931,Ai to Ken no Camelot: Mangaka Marina Time Slip Jiken,"['Adventure', 'Fantasy', 'Comedy']",25-Aug-90,1,9061,5.77,https://myanimelist.net/anime/5931/Ai_to_Ken_no_Camelot__Mangaka_Marina_Time_Slip_Jiken
39963,Yubisaki kara no Honki no Netsujou: Osananajimi wa Shouboushi,"['Comedy', 'Ecchi', 'Romance']","Jul 8, 2019 to Sep 2, 2019",8,9060,5.78,https://myanimelist.net/anime/39963/Yubisaki_kara_no_Honki_no_Netsujou__Osananajimi_wa_Shouboushi
37784,Toki no Kousa,['Dementia'],20-Apr-18,1,9058,5.78,https://myanimelist.net/anime/37784/Toki_no_Kousa
6156,Xi Yang Yang Yu Hui Tai Lang: Zhi Niu Qi Chong Tian,"['Adventure', 'Comedy', 'Kids']",16-Jan-09,1,9059,5.79,https://myanimelist.net/anime/6156/Xi_Yang_Yang_Yu_Hui_Tai_Lang__Zhi_Niu_Qi_Chong_Tian
7459,The Collected Animations of ICAF (2001-2006),"['Fantasy', 'Mystery']",2006,16,9057,5.78,https://myanimelist.net/anime/7459/The_Collected_Animations_of_ICAF_2001-2006
2727,Sweet Valerian,"['Action', 'Comedy', 'Magic', 'School', 'Shoujo']","Aug 1, 2004 to Dec 19, 2004",18,9056,5.78,https://myanimelist.net/anime/2727/Sweet_Valerian
37930,Sketch,['Music'],21-Jun-12,1,9055,5.78,https://myanimelist.net/anime/37930/Sketch
34979,Shounen Ashibe: Go! Go! Goma-chan 2,"['Slice of Life', 'Comedy', 'Seinen']","Apr 4, 2017 to Feb 13, 2018",32,9054,5.78,https://myanimelist.net/anime/34979/Shounen_Ashibe__Go_Go_Goma-chan_2
5372,Seisenshi Dunbine OVA,"['Sci-Fi', 'Adventure', 'Mecha']","Feb 25, 1988 to Aug 25, 1988",3,9053,5.77,https://myanimelist.net/anime/5372/Seisenshi_Dunbine_OVA
33761,Qui Shui Yi Yun,"['Horror', 'Mystery', 'Supernatural']","Jul 16, 2015 to Apr 7, 2016",12,9052,5.78,https://myanimelist.net/anime/33761/Qui_Shui_Yi_Yun
8231,Princess Lover!: Magical Knight Maria-chan,"['Magic', 'Parody']","Oct 23, 2009 to Mar 25, 2010",6,9051,5.78,https://myanimelist.net/anime/8231/Princess_Lover__Magical_Knight_Maria-chan
13299,Houkago no Tinker Bell,"['Comedy', 'Drama', 'Mystery', 'Romance', 'School', 'Slice of Life']",22-Jul-92,1,9042,5.78,https://myanimelist.net/anime/13299/Houkago_no_Tinker_Bell
36945,Himote House,"['Comedy', 'Super Power']","Oct 8, 2018 to Dec 24, 2018",12,9041,5.78,https://myanimelist.net/anime/36945/Himote_House
8356,Himitsukessha Taka no Tsume The Movie II: Watashi wo Aishita Kuro Oolong-Cha,"['Comedy', 'Parody', 'Super Power']",31-May-08,1,9040,5.78,https://myanimelist.net/anime/8356/Himitsukessha_Taka_no_Tsume_The_Movie_II__Watashi_wo_Aishita_Kuro_Oolong-Cha
34510,Hei Mao Jing Zhang,"['Action', 'Adventure', 'Cars', 'Comedy', 'Kids', 'Police']","Jan, 1984 to Dec, 1984",5,9039,5.78,https://myanimelist.net/anime/34510/Hei_Mao_Jing_Zhang
28439,Hatsune Miku x Tetsuya Nomura,['Music'],9-Oct-14,1,9038,5.78,https://myanimelist.net/anime/28439/Hatsune_Miku_x_Tetsuya_Nomura
37196,Hana (Music),"['Music', 'Kids']",1-Feb-08,1,9037,5.78,https://myanimelist.net/anime/37196/Hana_Music
39173,Haita,['Music'],7-Apr-17,1,9036,5.78,https://myanimelist.net/anime/39173/Haita
24975,Ghibli ga Ippai Special Short Short,['Slice of Life'],16-Nov-05,10,9034,5.78,https://myanimelist.net/anime/24975/Ghibli_ga_Ippai_Special_Short_Short
23259,Gundam: G no Reconguista,"['Action', 'Mecha', 'Sci-Fi', 'Space']","Oct 3, 2014 to Mar 27, 2015",26,9035,5.78,https://myanimelist.net/anime/23259/Gundam__G_no_Reconguista
3152,Down Load: Namu Amida Butsu wa Ai no Uta,"['Action', 'Adventure', 'Psychological', 'Sci-Fi']",18-Dec-92,1,9032,5.78,https://myanimelist.net/anime/3152/Down_Load__Namu_Amida_Butsu_wa_Ai_no_Uta
19187,Fake Doll,['Music'],27-Aug-12,1,9033,5.78,https://myanimelist.net/anime/19187/Fake_Doll
39549,Clone,['Music'],15-Jul-16,1,9031,5.78,https://myanimelist.net/anime/39549/Clone
4908,Bihada Ichizoku,"['Drama', 'Parody', 'Shoujo']","Oct 7, 2008 to Dec 23, 2008",12,9030,5.78,https://myanimelist.net/anime/4908/Bihada_Ichizoku
25963,Backkom Meogeujan Yeohaeng,"['Magic', 'Adventure', 'Comedy', 'Kids']",22-Mar-07,1,9029,5.78,https://myanimelist.net/anime/25963/Backkom_Meogeujan_Yeohaeng
1442,Alexander Senki,"['Action', 'Adventure', 'Fantasy', 'Historical', 'Sci-Fi', 'Supernatural']","Sep 15, 1999 to Sep 18, 1999",13,9028,5.78,https://myanimelist.net/anime/1442/Alexander_Senki
1411,VS Knight Lamune & 40 Fresh,"['Adventure', 'Comedy', 'Ecchi', 'Mecha', 'Sci-Fi', 'Space']","May 21, 1997 to Nov 21, 1997",6,9026,5.79,https://myanimelist.net/anime/1411/VS_Knight_Lamune___40_Fresh
21081,Yu Bang Xiang Zheng,['Historical'],"Feb, 1984",1,9027,5.79,https://myanimelist.net/anime/21081/Yu_Bang_Xiang_Zheng
23903,Tuzki: Love Assassin,"['Comedy', 'Romance']",12-Feb-14,1,9025,5.79,https://myanimelist.net/anime/23903/Tuzki__Love_Assassin
34103,Danganronpa 3: The End of Kibougamine Gakuen - Kibou-hen,"['Action', 'Psychological', 'Horror', 'Mystery']",29-Sep-16,1,1121,7.71,https://myanimelist.net/anime/34103/Danganronpa_3__The_End_of_Kibougamine_Gakuen_-_Kibou-hen
371,Cardcaptor Sakura Movie 1,"['Comedy', 'Drama', 'Fantasy', 'Magic', 'Shoujo']",21-Aug-99,1,1120,7.71,https://myanimelist.net/anime/371/Cardcaptor_Sakura_Movie_1
6772,Break Blade 1: Kakusei no Toki,"['Action', 'Fantasy', 'Mecha', 'Military', 'Shounen']",29-May-10,1,1119,7.71,https://myanimelist.net/anime/6772/Break_Blade_1__Kakusei_no_Toki
28755,Boruto: Naruto the Movie,"['Action', 'Comedy', 'Martial Arts', 'Shounen', 'Super Power']",7-Aug-15,1,1118,7.71,https://myanimelist.net/anime/28755/Boruto__Naruto_the_Movie
24913,Bokura wa Minna Kawai-sou: Hajimete no,"['Slice of Life', 'Comedy', 'Romance', 'School', 'Seinen']",30-Jan-15,1,1117,7.71,https://myanimelist.net/anime/24913/Bokura_wa_Minna_Kawai-sou__Hajimete_no
1690,Bokura no,"['Sci-Fi', 'Psychological', 'Drama', 'Mecha', 'Seinen']","Apr 9, 2007 to Sep 25, 2007",24,1116,7.71,https://myanimelist.net/anime/1690/Bokura_no
22199,Akame ga Kill!,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Shounen']","Jul 7, 2014 to Dec 15, 2014",24,1115,7.71,https://myanimelist.net/anime/22199/Akame_ga_Kill
33337,ACCA: 13-ku Kansatsu-ka,"['Police', 'Fantasy', 'Mystery', 'Drama', 'Seinen']","Jan 10, 2017 to Mar 28, 2017",12,1114,7.71,https://myanimelist.net/anime/33337/ACCA__13-ku_Kansatsu-ka
1002,Top wo Nerae 2! Diebuster,"['Action', 'Sci-Fi', 'Space', 'Comedy', 'Drama', 'Mecha']","Oct 3, 2004 to Aug 25, 2006",6,1113,7.72,https://myanimelist.net/anime/1002/Top_wo_Nerae_2_Diebuster
9000,Toaru Hikuushi e no Tsuioku,"['Adventure', 'Military', 'Romance']",1-Oct-11,1,1112,7.72,https://myanimelist.net/anime/9000/Toaru_Hikuushi_e_no_Tsuioku
37370,The Perfect World,['Music'],22-Feb-18,1,1111,7.72,https://myanimelist.net/anime/37370/The_Perfect_World
2176,Kiddy Grade: Ignition,"['Action', 'Mecha', 'Sci-Fi', 'Super Power']",7-Apr-07,1,3304,7.12,https://myanimelist.net/anime/2176/Kiddy_Grade__Ignition
540,Tenchi Muyou! Ryououki 2nd Season,"['Action', 'Comedy', 'Harem', 'Sci-Fi', 'Shounen', 'Space']","Sep 25, 1994 to Sep 25, 1995",6,1110,7.72,https://myanimelist.net/anime/540/Tenchi_Muyou_Ryououki_2nd_Season
11299,Keroro Gunsou: KeroZero Shupattsudayo! Zeninshuugou!,"['Action', 'Adventure', 'Comedy', 'Mecha', 'Shounen', 'Space']",7-Mar-09,1,3303,7.12,https://myanimelist.net/anime/11299/Keroro_Gunsou__KeroZero_Shupattsudayo_Zeninshuugou
3110,Kaze no Naka no Shoujo: Kinpatsu no Jeanie,"['Drama', 'Historical']","Oct 15, 1992 to Sep 30, 1993",52,3302,7.12,https://myanimelist.net/anime/3110/Kaze_no_Naka_no_Shoujo__Kinpatsu_no_Jeanie
2499,Slam Dunk: Hoero Basketman-damashii! Hanamichi to Rukawa no Atsuki Natsu,"['Comedy', 'Drama', 'School', 'Shounen', 'Slice of Life', 'Sports']",15-Jul-95,1,1109,7.72,https://myanimelist.net/anime/2499/Slam_Dunk__Hoero_Basketman-damashii_Hanamichi_to_Rukawa_no_Atsuki_Natsu
208,R.O.D: Read or Die,"['Action', 'Sci-Fi', 'Adventure', 'Mystery', 'Historical', 'Magic']","May 23, 2001 to Feb 6, 2002",3,1108,7.72,https://myanimelist.net/anime/208/ROD__Read_or_Die
39491,Psycho-Pass 3,"['Action', 'Police', 'Psychological', 'Sci-Fi']","Oct 25, 2019 to Dec 13, 2019",8,1107,7.72,https://myanimelist.net/anime/39491/Psycho-Pass_3
10507,Inazuma Eleven Go,"['Shounen', 'Sports', 'Super Power']","May 4, 2011 to Apr 11, 2012",47,3301,7.12,https://myanimelist.net/anime/10507/Inazuma_Eleven_Go
36950,Yuragi-sou no Yuuna-san OVA,"['Harem', 'Comedy', 'Supernatural', 'Romance', 'Ecchi', 'Shounen']","Jul 4, 2018 to Dec 4, 2018",3,3286,7.13,https://myanimelist.net/anime/36950/Yuragi-sou_no_Yuuna-san_OVA
464,One Piece Movie 6: Omatsuri Danshaku to Himitsu no Shima,"['Adventure', 'Comedy', 'Fantasy', 'Shounen']",5-Mar-05,1,1106,7.72,https://myanimelist.net/anime/464/One_Piece_Movie_6__Omatsuri_Danshaku_to_Himitsu_no_Shima
19383,Yami Shibai,"['Dementia', 'Horror', 'Demons', 'Supernatural']","Jul 15, 2013 to Sep 30, 2013",13,3285,7.13,https://myanimelist.net/anime/19383/Yami_Shibai
3614,Yakushiji Ryouko no Kaiki Jikenbo,"['Mystery', 'Police', 'Supernatural']","Jul 6, 2008 to Sep 28, 2008",13,3284,7.13,https://myanimelist.net/anime/3614/Yakushiji_Ryouko_no_Kaiki_Jikenbo
7592,Nurarihyon no Mago,"['Action', 'Demons', 'Shounen', 'Supernatural']","Jul 6, 2010 to Dec 21, 2010",24,1105,7.72,https://myanimelist.net/anime/7592/Nurarihyon_no_Mago
13171,Wasurenagumo,"['Comedy', 'Supernatural']",12-Mar-12,1,3283,7.13,https://myanimelist.net/anime/13171/Wasurenagumo
6567,Urusei Yatsura: The Shougaibutsu Suieitaikai,"['Action', 'Sci-Fi', 'Comedy', 'Romance', 'School']",23-Dec-08,1,3282,7.13,https://myanimelist.net/anime/6567/Urusei_Yatsura__The_Shougaibutsu_Suieitaikai
876,Street Fighter II V,"['Action', 'Adventure', 'Drama', 'Mystery', 'Shounen']","Apr 10, 1995 to Nov 27, 1995",29,3280,7.13,https://myanimelist.net/anime/876/Street_Fighter_II_V
12709,Tales of Symphonia The Animation: Sekai Tougou-hen Specials,['Comedy'],"Nov 23, 2011 to Oct 24, 2012",3,3281,7.13,https://myanimelist.net/anime/12709/Tales_of_Symphonia_The_Animation__Sekai_Tougou-hen_Specials
6098,Sora no Manimani,"['Slice of Life', 'Comedy', 'Romance', 'School', 'Seinen']","Jul 7, 2009 to Sep 22, 2009",12,3279,7.13,https://myanimelist.net/anime/6098/Sora_no_Manimani
3138,"Solty Rei: Surechigau Kimochi de, Omoi Au Kokoro de.","['Comedy', 'Drama']",26-Jul-06,1,3278,7.13,https://myanimelist.net/anime/3138/Solty_Rei__Surechigau_Kimochi_de_Omoi_Au_Kokoro_de
2758,Shippuu! Iron Leaguer,"['Mecha', 'Sci-Fi', 'Shounen', 'Sports']","Apr 6, 1993 to Mar 29, 1994",52,3277,7.13,https://myanimelist.net/anime/2758/Shippuu_Iron_Leaguer
938,Shin Getter Robo tai Neo Getter Robo,"['Action', 'Mecha', 'Sci-Fi', 'Shounen']","Dec 21, 2000 to Jun 25, 2001",4,3276,7.13,https://myanimelist.net/anime/938/Shin_Getter_Robo_tai_Neo_Getter_Robo
33031,Shakunetsu no Takkyuu Musume,['Sports'],"Oct 4, 2016 to Dec 20, 2016",12,3275,7.13,https://myanimelist.net/anime/33031/Shakunetsu_no_Takkyuu_Musume
20973,Sekai Seifuku: Bouryaku no Zvezda,"['Action', 'Comedy', 'Fantasy']","Jan 12, 2014 to Mar 30, 2014",12,3274,7.13,https://myanimelist.net/anime/20973/Sekai_Seifuku__Bouryaku_no_Zvezda
30013,Super Short Comics,"['Comedy', 'Parody']","Nov 2, 2015 to Dec 21, 2015",8,9024,5.79,https://myanimelist.net/anime/30013/Super_Short_Comics
40312,Southpaw,"['Music', 'Comedy', 'Dementia']",27-Aug-19,1,9023,5.79,https://myanimelist.net/anime/40312/Southpaw
9965,Soukou Kyojin Z-Knight,['Mecha'],30-Dec-91,1,9022,5.79,https://myanimelist.net/anime/9965/Soukou_Kyojin_Z-Knight
40158,Shinrabanshou.mp3,"['Dementia', 'Music']",22-Feb-18,1,9021,5.79,https://myanimelist.net/anime/40158/Shinrabanshoump3
574,Rean no Tsubasa,"['Fantasy', 'Mecha', 'Sci-Fi']","Dec 16, 2005 to Aug 18, 2006",6,9020,5.79,https://myanimelist.net/anime/574/Rean_no_Tsubasa
37532,Random (web edit ver.),['Music'],19-Apr-14,1,9019,5.79,https://myanimelist.net/anime/37532/Random_web_edit_ver
38063,Oshiego ni Kyouhaku Sareru no wa Hanzai Desu ka?,['School'],23-Jul-18,1,9017,5.79,https://myanimelist.net/anime/38063/Oshiego_ni_Kyouhaku_Sareru_no_wa_Hanzai_Desu_ka
22569,Pom Pom Purin no Usagi to Kame,"['Kids', 'Fantasy']",26-Oct-01,1,9018,5.79,https://myanimelist.net/anime/22569/Pom_Pom_Purin_no_Usagi_to_Kame
14181,Oedo wa Nemurenai!,"['Fantasy', 'Historical', 'Drama', 'Shoujo']",23-Jul-93,1,9016,5.79,https://myanimelist.net/anime/14181/Oedo_wa_Nemurenai
29757,Mori no e,"['Kids', 'Music']",27-Feb-11,1,9015,5.79,https://myanimelist.net/anime/29757/Mori_no_e
20667,Mobile Suit Gundam: Zeonic Front - Indignation of Zeon.,"['Mecha', 'Military']",6-Sep-01,1,9014,5.79,https://myanimelist.net/anime/20667/Mobile_Suit_Gundam__Zeonic_Front_-_Indignation_of_Zeon
36640,Mashiro Witch,"['Game', 'Magic']",14-Mar-17,1,9013,5.79,https://myanimelist.net/anime/36640/Mashiro_Witch
21421,Mahou Shoujo Taisen,['Magic'],"Apr 8, 2014 to Sep 30, 2014",26,9012,5.79,https://myanimelist.net/anime/21421/Mahou_Shoujo_Taisen
18643,Kita e: Pure Session,['Music'],31-May-00,1,9011,5.79,https://myanimelist.net/anime/18643/Kita_e__Pure_Session
2525,Kekkou Kamen,"['Comedy', 'Ecchi']","Aug 1, 1991 to Mar 1, 1992",4,9010,5.79,https://myanimelist.net/anime/2525/Kekkou_Kamen
36528,Kakyuusei (TV): Hajimemashite Tina!,"['Sci-Fi', 'Romance', 'School']",24-Mar-00,1,9009,5.79,https://myanimelist.net/anime/36528/Kakyuusei_TV__Hajimemashite_Tina
10354,Kakomareta Sekai,['Drama'],1998,1,9008,5.79,https://myanimelist.net/anime/10354/Kakomareta_Sekai
2599,Juusenki L-Gaim I: Pentagona Window + Lady Gyabure,"['Action', 'Adventure', 'Drama', 'Mecha', 'Sci-Fi', 'Shounen', 'Space']",5-Nov-86,1,9007,5.79,https://myanimelist.net/anime/2599/Juusenki_L-Gaim_I__Pentagona_Window___Lady_Gyabure
38295,Joshikausei,"['Comedy', 'School', 'Slice of Life']","Apr 6, 2019 to Jun 22, 2019",12,9006,5.79,https://myanimelist.net/anime/38295/Joshikausei
2365,Grandeek,"['Adventure', 'Fantasy', 'Magic']",1-Nov-00,1,9004,5.79,https://myanimelist.net/anime/2365/Grandeek
7354,Chikara to Onna no Yo no Naka,['Historical'],13-Apr-33,1,9002,5.79,https://myanimelist.net/anime/7354/Chikara_to_Onna_no_Yo_no_Naka
22621,Ahiru no Pekkle no Hihou wo Sagase,"['Adventure', 'Fantasy', 'Kids']",21-Apr-93,1,9001,5.79,https://myanimelist.net/anime/22621/Ahiru_no_Pekkle_no_Hihou_wo_Sagase
39018,"Right Places: Sono Toki, Boku no Irubeki Basho","['Fantasy', 'Supernatural']",25-Oct-13,1,8994,5.8,https://myanimelist.net/anime/39018/Right_Places__Sono_Toki_Boku_no_Irubeki_Basho
23895,REACH x Thermae Romae: Pietrada no Kekkon,"['Comedy', 'Historical', 'Seinen']",13-Apr-14,1,8993,5.8,https://myanimelist.net/anime/23895/REACH_x_Thermae_Romae__Pietrada_no_Kekkon
30886,Mu Di,['Music'],1963,1,8989,5.8,https://myanimelist.net/anime/30886/Mu_Di
36436,Mobile Suit Gundam: Twilight Axis - Akaki Zan-ei,"['Action', 'Military', 'Sci-Fi', 'Space', 'Mecha']",18-Nov-17,1,8988,5.8,https://myanimelist.net/anime/36436/Mobile_Suit_Gundam__Twilight_Axis_-_Akaki_Zan-ei
4097,Nanmu Ichibyousokusai,"['Historical', 'Music']",1-Jan-73,1,8990,5.8,https://myanimelist.net/anime/4097/Nanmu_Ichibyousokusai
40181,Look Plus One Piece Special Movie,"['Adventure', 'Parody', 'Shounen']",29-Jul-19,1,8987,5.8,https://myanimelist.net/anime/40181/Look_Plus_One_Piece_Special_Movie
36582,Life: Jinsei no Taisetsu na Toki ni...,['Slice of Life'],28-Mar-13,1,8986,5.8,https://myanimelist.net/anime/36582/Life__Jinsei_no_Taisetsu_na_Toki_ni
2346,Koroshiya 1 The Animation: Episode 0,"['Action', 'Dementia', 'Drama', 'Horror', 'Martial Arts', 'Psychological', 'Seinen']",27-Sep-02,1,8985,5.8,https://myanimelist.net/anime/2346/Koroshiya_1_The_Animation__Episode_0
36822,Kirakira,['Music'],23-Aug-11,1,8983,5.8,https://myanimelist.net/anime/36822/Kirakira
2072,Idol Project,"['Adventure', 'Comedy', 'Music']","Sep 22, 1995 to Oct 24, 1997",4,8981,5.8,https://myanimelist.net/anime/2072/Idol_Project
4147,Gang-aji Ttong,"['Kids', 'Fantasy']",25-Jul-03,1,8978,5.8,https://myanimelist.net/anime/4147/Gang-aji_Ttong
17693,Erementar Gerad: Aozora no Senki,['Music'],19-Mar-05,1,8977,5.8,https://myanimelist.net/anime/17693/Erementar_Gerad__Aozora_no_Senki
